Credit_History,Loan_Status,LoanAmount_log,Gender_Female,Gender_Male,Married_No,Married_Yes,Dependents_3,Dependents_0,Dependents_1,Dependents_2,Education_Graduate,Education_Not Graduate,Self_Employed_No,Self_Employed_Yes,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban,Total_Income_log,EMI,Balance Income
1.0,1,4.852030263919617,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,8.674025985443025,0.35555555555555557,5493.444444444444
1.0,0,4.852030263919617,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,8.714567550836485,0.35555555555555557,5735.444444444444
1.0,1,4.189654742026425,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,8.006367567650246,0.18333333333333332,2816.6666666666665
1.0,1,4.787491742782046,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,8.50532301884575,0.3333333333333333,4607.666666666667
1.0,1,4.948759890378168,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,8.699514748210191,0.39166666666666666,5608.333333333333
1.0,1,5.58724865840025,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,9.170871628065816,0.7416666666666667,8871.333333333334
1.0,1,4.553876891600541,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,8.255568653283746,0.2638888888888889,3585.1111111111113
0.0,0,5.062595033026967,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,8.61974977974133,0.4388888888888889,5101.111111111111
1.0,1,5.123963979403259,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,8.61830469278465,0.4666666666666667,5065.333333333333
1.0,0,5.855071922202427,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,10.077818939438902,0.9694444444444444,22839.555555555555
1.0,1,4.248495242049359,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,8.268731832117737,0.19444444444444445,3705.5555555555557
1.0,1,4.6913478822291435,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,8.375629627094451,0.30277777777777776,4037.222222222222
1.0,1,5.298317366548036,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,9.321792297270326,0.5555555555555556,10623.444444444445
1.0,0,4.736198448394496,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,8.453827315794417,0.31666666666666665,4376.333333333333
1.0,1,2.833213344056216,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,7.776954403322442,0.14166666666666666,2243.3333333333335
1.0,1,4.8283137373023015,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,8.507142855562735,0.3472222222222222,4602.777777777777
1.0,1,4.605170185988092,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,8.18757739559151,0.4166666666666667,3179.3333333333335
0.0,0,4.330733340286331,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,8.163371316459912,0.2111111111111111,3298.8888888888887
1.0,0,4.890349128221754,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,8.494333897270154,0.36944444444444446,4517.555555555556
1.0,1,4.74493212836325,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,8.716044050161402,0.3194444444444444,5780.555555555556
0.0,0,4.6443908991413725,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,8.943767262734637,0.28888888888888886,7371.111111111111
1.0,1,5.752572638825633,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,9.357034751126987,0.875,10705.0
0.0,0,4.7535901911063645,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,8.414274137408396,0.32222222222222224,4188.777777777777
0.0,0,4.718498871295094,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,8.572060092857077,0.3111111111111111,4970.888888888889
1.0,0,5.017279836814924,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,8.801168401936692,0.41944444444444445,6222.555555555556
1.0,1,5.25227342804663,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,9.165343006045447,0.5305555555555556,9029.444444444445
1.0,1,4.804021044733257,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,8.527539483470381,0.3388888888888889,4713.111111111111
1.0,1,4.700480365792417,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,8.569026340056254,0.3055555555555556,4960.444444444444
1.0,0,3.5553480614894135,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,7.273786317844895,0.09722222222222222,1344.7777777777778
1.0,1,4.787491742782046,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,8.671286726753637,0.3333333333333333,5499.666666666667
1.0,0,5.303304908059076,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,8.927314111060596,0.5583333333333333,6976.666666666667
1.0,0,4.30406509320417,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,8.06054004653864,0.20555555555555555,2961.4444444444443
1.0,0,4.663439094112067,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,8.453614209773367,0.29444444444444445,4397.555555555556
1.0,1,4.736198448394496,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,8.550047528287184,0.31666666666666665,4850.333333333333
1.0,0,5.768320995793772,0,1,1,0,1,0,0,0,1,0,1,0,1,0,0,9.648595302907339,0.8888888888888888,14611.111111111111
1.0,1,4.852030263919617,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,8.376090350438238,0.35555555555555557,3986.4444444444443
0.0,0,4.605170185988092,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,8.057694194815587,0.2777777777777778,2880.222222222222
1.0,1,4.969813299576001,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,8.542080906924017,0.4,4726.0
1.0,1,5.214935757608986,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,9.339261152043022,0.5111111111111111,10864.888888888889
1.0,1,4.700480365792417,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,8.59711281459211,0.3055555555555556,5110.444444444444
1.0,0,4.382026634673881,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,8.1886891244442,0.2222222222222222,3377.777777777778
1.0,1,3.8501476017100584,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,8.0106915391303,0.13055555555555556,2882.4444444444443
1.0,1,4.31748811353631,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,7.783224016336037,0.20833333333333334,2191.6666666666665
1.0,1,4.897839799950911,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,8.744647438317532,0.37222222222222223,5904.777777777777
1.0,1,4.564348191467836,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,8.454253391642363,0.26666666666666666,4428.333333333333
1.0,1,4.477336814478207,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,8.134467570277563,0.24444444444444444,3165.5555555555557
1.0,1,3.784189633918261,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,8.639233817325263,0.12222222222222222,5526.777777777777
1.0,1,4.969813299576001,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,8.669227347271736,0.4,5421.0
0.0,0,4.787491742782046,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,8.713582005421628,0.3333333333333333,5751.666666666667
1.0,1,4.969813299576001,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,8.744328763999984,0.4,5875.0
1.0,1,4.605170185988092,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,8.18088094199639,0.2777777777777778,3294.222222222222
1.0,1,4.787491742782046,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,8.034631032923107,0.3333333333333333,2752.6666666666665
1.0,0,4.718498871295094,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,8.349957272040324,0.3111111111111111,3918.8888888888887
1.0,0,4.897839799950911,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,8.437283808187935,0.37222222222222223,4243.777777777777
0.0,0,5.655991810819852,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,9.350102314351341,0.7944444444444444,10705.555555555555
1.0,1,4.574710978503383,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,8.262300941787448,0.26944444444444443,3605.5555555555557
1.0,1,4.564348191467836,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,8.222285073872717,0.26666666666666666,3456.3333333333335
1.0,0,4.90527477843843,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,8.624431942085836,0.375,5191.0
1.0,1,5.19295685089021,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,9.242807562113684,0.5,9830.0
1.0,1,4.969813299576001,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,8.734881892047483,0.4,5816.0
1.0,1,4.787491742782046,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,8.74766979009724,0.3333333333333333,5962.666666666667
1.0,1,4.59511985013459,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,8.015987811027237,0.275,2754.0
0.0,0,5.10594547390058,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,8.709134991587183,0.9166666666666666,5141.333333333333
0.0,0,4.852030263919617,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,8.506132244056813,0.35555555555555557,4589.444444444444
0.0,0,4.7535901911063645,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,8.334711621820917,0.32222222222222224,3843.777777777778
1.0,0,5.552959584921617,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,9.241935933565934,0.7166666666666667,9604.333333333334
0.0,0,4.836281906951478,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,8.604104563405533,0.7,4754.0
1.0,1,5.7430031878094825,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,9.28266103355581,0.8666666666666667,9883.333333333334
1.0,1,4.8283137373023015,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,8.867850063029406,2.0833333333333335,5016.666666666666
0.0,0,4.912654885736052,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,8.366370301681654,0.37777777777777777,3922.222222222222
1.0,1,5.147494476813453,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,8.744169388750624,0.4777777777777778,5796.222222222223
1.0,1,4.574710978503383,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,8.229511118964457,0.26944444444444443,3480.5555555555557
1.0,1,4.394449154672439,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,8.160518247477505,0.27,3230.0
0.0,0,4.553876891600541,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,8.46695197497949,0.2638888888888889,4491.111111111111
1.0,1,5.231108616854587,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,8.859363449152088,0.5194444444444445,6520.555555555556
1.0,0,4.727387818712341,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,8.229511118964457,0.23541666666666666,3514.5833333333335
1.0,0,5.170483995038151,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,9.047821442478408,0.4888888888888889,8011.111111111111
1.0,0,4.700480365792417,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,8.299534570332597,0.3055555555555556,3716.4444444444443
0.0,0,5.19295685089021,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,8.877242435993919,0.6,6567.0
1.0,1,4.867534450455582,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,8.612321536507814,0.3611111111111111,5137.888888888889
1.0,1,4.709530201312334,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,8.254788926148725,0.30833333333333335,3537.6666666666665
1.0,1,4.852030263919617,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,7.781138509845015,0.35555555555555557,2039.4444444444443
1.0,0,5.117993812416755,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,8.089175678837561,0.4638888888888889,2795.1111111111113
1.0,0,5.579729825986222,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,9.017968479328726,0.7361111111111112,7513.888888888889
1.0,1,3.912023005428146,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,8.291045131081729,0.20833333333333334,3779.6666666666665
1.0,1,4.912654885736052,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,8.496378051702317,0.37777777777777777,4519.222222222223
1.0,1,4.59511985013459,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,8.581669210600602,0.275,5058.0
1.0,1,4.6443908991413725,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,8.43771698991444,0.28888888888888886,4329.111111111111
1.0,1,5.3471075307174685,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,9.055556158175316,0.5833333333333334,7982.666666666667
1.0,1,5.1647859739235145,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,9.196444266784072,0.4861111111111111,9375.888888888889
1.0,1,4.875197323201151,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,8.675563527387679,0.3638888888888889,5494.111111111111
1.0,1,5.236441962829949,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,9.384629757072872,1.0444444444444445,10859.555555555555
1.0,1,4.394449154672439,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,8.535622326884605,0.225,4868.0
1.0,1,4.804021044733257,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,8.326758814511733,0.3388888888888889,3794.1111111111113
1.0,1,3.2188758248682006,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,8.194229304819817,0.20833333333333334,3411.6666666666665
1.0,0,4.852030263919617,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,8.822027322685583,0.35555555555555557,6426.444444444444
1.0,1,4.919980925828125,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,8.47345026846832,0.38055555555555554,4405.444444444444
1.0,1,3.912023005428146,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,7.9976631270201,0.1388888888888889,2835.1111111111113
1.0,1,4.74493212836325,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,8.339978571990427,0.6388888888888888,3549.1111111111113
1.0,1,4.875197323201151,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,8.575462099540212,0.3638888888888889,4936.111111111111
1.0,1,4.890349128221754,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,8.929435283803425,0.7388888888888889,6812.111111111111
1.0,1,5.017279836814924,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,9.065198986306513,0.41944444444444445,8229.555555555555
1.0,1,4.852030263919617,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,9.521494800613105,0.35555555555555557,13294.444444444445
1.0,1,4.852030263919617,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,9.016148642611741,0.35555555555555557,7879.444444444444
1.0,1,5.075173815233827,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,8.42726848388825,0.4444444444444444,4125.555555555556
1.0,1,4.605170185988092,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,8.31434234336979,0.2777777777777778,3804.222222222222
1.0,1,5.41610040220442,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,9.436918020024674,0.625,11918.0
1.0,0,4.787491742782046,0,1,1,0,0,1,0,0,0,1,1,0,1,0,0,8.9001399880938,0.3333333333333333,6999.666666666667
0.0,0,5.375278407684165,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,8.909235279192261,0.6,6800.0
1.0,1,4.543294782270004,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,7.946263643580541,0.19583333333333333,2629.1666666666665
1.0,1,4.912654885736052,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,8.578476419833136,0.37777777777777777,4938.222222222223
1.0,1,4.9344739331306915,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,8.568266461600238,0.3861111111111111,4875.888888888889
0.0,0,5.0238805208462765,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,8.94715577112479,0.4222222222222222,7263.777777777777
1.0,1,4.852030263919617,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,8.916103530553727,0.35555555555555557,7095.444444444444
1.0,1,4.770684624465665,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,8.527143522269405,0.3277777777777778,4722.222222222223
1.0,1,5.220355825078324,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,9.587611745713565,1.0277777777777777,13555.222222222223
1.0,1,5.0369526024136295,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,8.60337088765729,0.42777777777777776,5022.222222222223
1.0,1,4.442651256490317,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,8.192016914536875,0.2361111111111111,3375.8888888888887
1.0,0,5.1647859739235145,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,8.950273466557375,0.4861111111111111,7223.888888888889
1.0,1,5.556828061699537,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,9.250330020192342,0.7194444444444444,9688.555555555555
1.0,1,5.19295685089021,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,9.0280988119824,0.5,7834.0
1.0,1,3.784189633918261,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,8.334711621820917,0.12222222222222222,4043.777777777778
0.0,1,4.919980925828125,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,9.316230747233615,0.38055555555555554,10736.444444444445
1.0,1,4.394449154672439,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,7.9919305198524775,0.225,2732.0
1.0,1,5.267858159063328,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,8.750524669117937,0.5388888888888889,5775.111111111111
1.0,1,4.532599493153256,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,8.213923595622743,0.25833333333333336,3433.6666666666665
1.0,1,5.91350300563827,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,10.077566902136047,1.0277777777777777,22775.222222222223
1.0,1,4.852030263919617,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,8.61341204915678,0.35555555555555557,5149.444444444444
0.0,0,5.075173815233827,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,9.572410734431823,0.8888888888888888,13474.111111111111
1.0,0,5.204006687076795,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,9.065198986306513,0.5055555555555555,8143.444444444444
1.0,1,6.476972362889683,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,9.91175329695316,1.3541666666666667,18811.833333333332
1.0,1,4.30406509320417,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,8.279697133877628,0.20555555555555555,3737.4444444444443
1.0,1,4.248495242049359,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,7.907651594711089,0.19444444444444445,2523.5555555555557
1.0,1,3.2188758248682006,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,8.148734808937169,0.20833333333333334,3250.6666666666665
1.0,1,4.624972813284271,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,8.49596955496461,0.2833333333333333,4611.666666666667
1.0,0,5.66988092298052,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,9.371608519572305,0.8055555555555556,10944.444444444445
1.0,0,4.430816798843313,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,8.430109084509125,0.23333333333333334,4349.666666666667
1.0,1,4.477336814478207,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,8.827028068509152,0.24444444444444444,6571.555555555556
0.0,0,5.488937726156687,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,9.61573881119536,0.6722222222222223,14326.777777777777
1.0,0,4.859812404361672,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,8.635864721133736,0.35833333333333334,5271.666666666667
1.0,0,5.220355825078324,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,8.871365005136852,0.5138888888888888,6611.111111111111
1.0,1,5.123963979403259,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,8.597297435657898,0.4666666666666667,4950.333333333333
1.0,1,5.1647859739235145,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,8.846496938558838,0.9722222222222222,5977.777777777777
1.0,1,4.804021044733257,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,8.462103225098277,0.3388888888888889,4393.111111111111
1.0,1,5.231108616854587,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,9.372204086867741,1.038888888888889,10718.111111111111
1.0,1,4.605170185988092,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,8.827028068509152,0.2777777777777778,6538.222222222223
1.0,1,4.248495242049359,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,9.60683200528524,0.19444444444444445,14671.555555555555
1.0,1,3.4011973816621555,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,7.993957547573565,0.08333333333333333,2879.6666666666665
1.0,0,5.41610040220442,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,9.364433907313582,0.625,11041.0
1.0,1,4.8283137373023015,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,8.646465527120377,0.3472222222222222,5342.777777777777
0.0,0,4.770684624465665,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,8.744647438317532,0.3277777777777778,5949.222222222223
